CIVILSTAND,TID,ALDER,INDHOLD
Ugift,2016K2,6 år,65607
Ugift,2016K2,7 år,67422
Ugift,2016K2,8 år,67209
Ugift,2016K2,9 år,67431
Ugift,2016K2,10 år,66667
Ugift,2016K2,11 år,66696
Ugift,2016K2,12 år,67193
Ugift,2016K2,13 år,65603
Ugift,2016K2,14 år,66700
Ugift,2016K2,15 år,68968
Ugift,2016K2,16 år,68892
Ugift,2016K2,17 år,69338
Ugift,2016K2,18 år,70477
Ugift,2016K2,19 år,72354
Ugift,2016K2,20 år,76126
Ugift,2016K2,21 år,79008
Ugift,2016K2,22 år,75259
Ugift,2016K2,23 år,75961
Ugift,2016K2,24 år,73198
Ugift,2016K2,25 år,70647
Ugift,2016K2,26 år,66677
Ugift,2016K2,27 år,61300
Ugift,2016K2,28 år,55537
Ugift,2016K2,29 år,50804
Ugift,2016K2,30 år,45487
Ugift,2016K2,31 år,40105
Ugift,2016K2,32 år,36130
Ugift,2016K2,33 år,33412
Ugift,2016K2,34 år,30954
Ugift,2016K2,35 år,29424
Ugift,2016K2,36 år,28261
Ugift,2016K2,37 år,26734
Ugift,2016K2,38 år,24467
Ugift,2016K2,39 år,23843
Ugift,2016K2,40 år,24187
Ugift,2016K2,41 år,22702
Ugift,2016K2,42 år,21574
Ugift,2016K2,43 år,21304
Ugift,2016K2,44 år,20733
Ugift,2016K2,45 år,18845
Ugift,2016K2,46 år,17954
Ugift,2016K2,47 år,17827
Ugift,2016K2,48 år,18374
Ugift,2016K2,49 år,19519
Ugift,2016K2,50 år,18347
Ugift,2016K2,51 år,17455
Ugift,2016K2,52 år,16845
Ugift,2016K2,53 år,15065
Ugift,2016K2,54 år,14460
Ugift,2016K2,55 år,13616
Ugift,2016K2,56 år,12544
Ugift,2016K2,57 år,12148
Ugift,2016K2,58 år,11702
Ugift,2016K2,59 år,10930
Ugift,2016K2,60 år,10183
Ugift,2016K2,61 år,9403
Ugift,2016K2,62 år,8806
Ugift,2016K2,63 år,8079
Ugift,2016K2,64 år,7082
Ugift,2016K2,65 år,6607
Ugift,2016K2,66 år,5888
Ugift,2016K2,67 år,5316
Ugift,2016K2,68 år,5168
Ugift,2016K2,69 år,4826
Ugift,2016K2,70 år,4274
Ugift,2016K2,71 år,3773
Ugift,2016K2,72 år,3182
Ugift,2016K2,73 år,2688
Ugift,2016K2,74 år,2303
Ugift,2016K2,75 år,2031
Ugift,2016K2,76 år,1873
Ugift,2016K2,77 år,1764
Ugift,2016K2,78 år,1549
Ugift,2016K2,79 år,1438
Ugift,2016K2,80 år,1303
Ugift,2016K2,81 år,1115
Ugift,2016K2,82 år,1053
Ugift,2016K2,83 år,996
Ugift,2016K2,84 år,899
Ugift,2016K2,85 år,809
Ugift,2016K2,86 år,710
Ugift,2016K2,87 år,674
Ugift,2016K2,88 år,599
Ugift,2016K2,89 år,511
Ugift,2016K2,90 år,432
Ugift,2016K2,91 år,367
Ugift,2016K2,92 år,299
Ugift,2016K2,93 år,212
Ugift,2016K2,94 år,216
Ugift,2016K2,95 år,154
Ugift,2016K2,96 år,114
Ugift,2016K2,97 år,81
Ugift,2016K2,98 år,63
Ugift,2016K2,99 år,30
Ugift,2016K2,100 år,24
Ugift,2016K2,101 år,15
Ugift,2016K2,102 år,15
Ugift,2016K2,103 år,7
Ugift,2016K2,104 år,3
Ugift,2016K2,105 år,1
Ugift,2016K2,106 år,0
Ugift,2016K2,107 år,1
Ugift,2016K2,108 år,0
Ugift,2016K2,109 år,0
Ugift,2016K2,110 år,0
Ugift,2016K2,111 år,0
Ugift,2016K2,112 år,0
Ugift,2016K2,113 år,0
Ugift,2016K2,114 år,0
Ugift,2016K2,115 år,0
Ugift,2016K2,116 år,0
Ugift,2016K2,117 år,0
Ugift,2016K2,118 år,0
Ugift,2016K2,119 år,0
Ugift,2016K2,120 år,0
Ugift,2016K2,121 år,0
Ugift,2016K2,122 år,0
Ugift,2016K2,123 år,0
Ugift,2016K2,124 år,0
Ugift,2016K2,125 år,0
Ugift,2016K3,I alt,2769775
Ugift,2016K3,0 år,60591
Ugift,2016K3,1 år,57987
Ugift,2016K3,2 år,57302
Ugift,2016K3,3 år,59330
Ugift,2016K3,4 år,60265
Ugift,2016K3,5 år,63545
Ugift,2016K3,6 år,65800
Ugift,2016K3,7 år,67158
Ugift,2016K3,8 år,67639
Ugift,2016K3,9 år,66922
Ugift,2016K3,10 år,67035
Ugift,2016K3,11 år,66981
Ugift,2016K3,12 år,67173
Ugift,2016K3,13 år,65737
Ugift,2016K3,14 år,66285
Ugift,2016K3,15 år,68482
Ugift,2016K3,16 år,68916
Ugift,2016K3,17 år,69869
Ugift,2016K3,18 år,69403
Ugift,2016K3,19 år,72759
Ugift,2016K3,20 år,74309
Ugift,2016K3,21 år,77427
Ugift,2016K3,22 år,75726
Ugift,2016K3,23 år,75512
Ugift,2016K3,24 år,73302
Ugift,2016K3,25 år,71099
Ugift,2016K3,26 år,67002
Ugift,2016K3,27 år,62109
Ugift,2016K3,28 år,55976
Ugift,2016K3,29 år,51212
Ugift,2016K3,30 år,45922
Ugift,2016K3,31 år,40915
Ugift,2016K3,32 år,36512
Ugift,2016K3,33 år,33385
Ugift,2016K3,34 år,31094
Ugift,2016K3,35 år,29237
Ugift,2016K3,36 år,28283
Ugift,2016K3,37 år,26763
Ugift,2016K3,38 år,24901
Ugift,2016K3,39 år,23688
Ugift,2016K3,40 år,23830
Ugift,2016K3,41 år,23125
Ugift,2016K3,42 år,21675
Ugift,2016K3,43 år,20944
Ugift,2016K3,44 år,20997
Ugift,2016K3,45 år,19278
Ugift,2016K3,46 år,17942
Ugift,2016K3,47 år,17767
Ugift,2016K3,48 år,18174
Ugift,2016K3,49 år,19328
Ugift,2016K3,50 år,18612
Ugift,2016K3,51 år,17534
Ugift,2016K3,52 år,16826
Ugift,2016K3,53 år,15591
Ugift,2016K3,54 år,14593
Ugift,2016K3,55 år,13625
Ugift,2016K3,56 år,12862
Ugift,2016K3,57 år,12029
Ugift,2016K3,58 år,11839
Ugift,2016K3,59 år,11078
Ugift,2016K3,60 år,10269
Ugift,2016K3,61 år,9598
Ugift,2016K3,62 år,8905
Ugift,2016K3,63 år,8226
Ugift,2016K3,64 år,7339
Ugift,2016K3,65 år,6541
Ugift,2016K3,66 år,6083
Ugift,2016K3,67 år,5447
Ugift,2016K3,68 år,5140
Ugift,2016K3,69 år,4863
Ugift,2016K3,70 år,4446
Ugift,2016K3,71 år,3856
Ugift,2016K3,72 år,3294
Ugift,2016K3,73 år,2784
Ugift,2016K3,74 år,2327
Ugift,2016K3,75 år,2092
Ugift,2016K3,76 år,1866
Ugift,2016K3,77 år,1789
Ugift,2016K3,78 år,1567
Ugift,2016K3,79 år,1469
Ugift,2016K3,80 år,1299
Ugift,2016K3,81 år,1135
Ugift,2016K3,82 år,1045
Ugift,2016K3,83 år,988
Ugift,2016K3,84 år,911
Ugift,2016K3,85 år,792
Ugift,2016K3,86 år,711
Ugift,2016K3,87 år,679
Ugift,2016K3,88 år,571
Ugift,2016K3,89 år,540
Ugift,2016K3,90 år,410
Ugift,2016K3,91 år,378
Ugift,2016K3,92 år,284
Ugift,2016K3,93 år,226
Ugift,2016K3,94 år,208
Ugift,2016K3,95 år,151
Ugift,2016K3,96 år,110
Ugift,2016K3,97 år,81
Ugift,2016K3,98 år,55
Ugift,2016K3,99 år,31
Ugift,2016K3,100 år,22
Ugift,2016K3,101 år,20
Ugift,2016K3,102 år,11
Ugift,2016K3,103 år,7
Ugift,2016K3,104 år,5
Ugift,2016K3,105 år,0
Ugift,2016K3,106 år,1
Ugift,2016K3,107 år,0
Ugift,2016K3,108 år,1
Ugift,2016K3,109 år,0
Ugift,2016K3,110 år,0
Ugift,2016K3,111 år,0
Ugift,2016K3,112 år,0
Ugift,2016K3,113 år,0
Ugift,2016K3,114 år,0
Ugift,2016K3,115 år,0
Ugift,2016K3,116 år,0
Ugift,2016K3,117 år,0
Ugift,2016K3,118 år,0
Ugift,2016K3,119 år,0
Ugift,2016K3,120 år,0
Ugift,2016K3,121 år,0
Ugift,2016K3,122 år,0
Ugift,2016K3,123 år,0
Ugift,2016K3,124 år,0
Ugift,2016K3,125 år,0
Ugift,2016K4,I alt,2780475
Ugift,2016K4,0 år,61789
Ugift,2016K4,1 år,58465
Ugift,2016K4,2 år,57922
Ugift,2016K4,3 år,58720
Ugift,2016K4,4 år,59983
Ugift,2016K4,5 år,62818
Ugift,2016K4,6 år,65877
Ugift,2016K4,7 år,66245
Ugift,2016K4,8 år,68331
Ugift,2016K4,9 år,66731
Ugift,2016K4,10 år,67637
Ugift,2016K4,11 år,67096
Ugift,2016K4,12 år,66846
Ugift,2016K4,13 år,66563
Ugift,2016K4,14 år,66348
Ugift,2016K4,15 år,68313
Ugift,2016K4,16 år,69194
Ugift,2016K4,17 år,69634
Ugift,2016K4,18 år,69829
Ugift,2016K4,19 år,73786
Ugift,2016K4,20 år,75019
Ugift,2016K4,21 år,79120
Ugift,2016K4,22 år,76779
Ugift,2016K4,23 år,76242
Ugift,2016K4,24 år,74706
Ugift,2016K4,25 år,70898
Ugift,2016K4,26 år,67585
Ugift,2016K4,27 år,62408
Ugift,2016K4,28 år,56614
Ugift,2016K4,29 år,50729
Ugift,2016K4,30 år,45907
Ugift,2016K4,31 år,41204
Ugift,2016K4,32 år,36716
Ugift,2016K4,33 år,33175
Ugift,2016K4,34 år,30787
Ugift,2016K4,35 år,28852
Ugift,2016K4,36 år,28231
Ugift,2016K4,37 år,26448
Ugift,2016K4,38 år,25211
Ugift,2016K4,39 år,23299
Ugift,2016K4,40 år,23292
Ugift,2016K4,41 år,23384
Ugift,2016K4,42 år,21762
Ugift,2016K4,43 år,20912
Ugift,2016K4,44 år,20946
Ugift,2016K4,45 år,19577
Ugift,2016K4,46 år,17979
Ugift,2016K4,47 år,17750
Ugift,2016K4,48 år,17844
Ugift,2016K4,49 år,18955
Ugift,2016K4,50 år,18802
Ugift,2016K4,51 år,17679
Ugift,2016K4,52 år,16896
Ugift,2016K4,53 år,15880
Ugift,2016K4,54 år,14707
Ugift,2016K4,55 år,13673
Ugift,2016K4,56 år,13063
Ugift,2016K4,57 år,12239
Ugift,2016K4,58 år,11810
Ugift,2016K4,59 år,11101
Ugift,2016K4,60 år,10464
Ugift,2016K4,61 år,9707
Ugift,2016K4,62 år,8964
Ugift,2016K4,63 år,8424
Ugift,2016K4,64 år,7458
Ugift,2016K4,65 år,6672
Ugift,2016K4,66 år,6192
Ugift,2016K4,67 år,5506
Ugift,2016K4,68 år,5137
Ugift,2016K4,69 år,4938
Ugift,2016K4,70 år,4565
Ugift,2016K4,71 år,3881
Ugift,2016K4,72 år,3439
Ugift,2016K4,73 år,2832
Ugift,2016K4,74 år,2441
Ugift,2016K4,75 år,2078
Ugift,2016K4,76 år,1923
Ugift,2016K4,77 år,1747
Ugift,2016K4,78 år,1637
Ugift,2016K4,79 år,1465
Ugift,2016K4,80 år,1318
Ugift,2016K4,81 år,1167
Ugift,2016K4,82 år,1031
Ugift,2016K4,83 år,982
Ugift,2016K4,84 år,877
Ugift,2016K4,85 år,833
Ugift,2016K4,86 år,737
Ugift,2016K4,87 år,656
Ugift,2016K4,88 år,564
Ugift,2016K4,89 år,539
Ugift,2016K4,90 år,383
Ugift,2016K4,91 år,368
Ugift,2016K4,92 år,309
Ugift,2016K4,93 år,223
Ugift,2016K4,94 år,204
Ugift,2016K4,95 år,161
Ugift,2016K4,96 år,114
Ugift,2016K4,97 år,74
Ugift,2016K4,98 år,56
Ugift,2016K4,99 år,38
Ugift,2016K4,100 år,23
Ugift,2016K4,101 år,13
Ugift,2016K4,102 år,14
Ugift,2016K4,103 år,5
Ugift,2016K4,104 år,5
Ugift,2016K4,105 år,1
Ugift,2016K4,106 år,1
Ugift,2016K4,107 år,0
Ugift,2016K4,108 år,1
Ugift,2016K4,109 år,0
Ugift,2016K4,110 år,0
Ugift,2016K4,111 år,0
Ugift,2016K4,112 år,0
Ugift,2016K4,113 år,0
Ugift,2016K4,114 år,0
Ugift,2016K4,115 år,0
Ugift,2016K4,116 år,0
Ugift,2016K4,117 år,0
Ugift,2016K4,118 år,0
Ugift,2016K4,119 år,0
Ugift,2016K4,120 år,0
Ugift,2016K4,121 år,0
Ugift,2016K4,122 år,0
Ugift,2016K4,123 år,0
Ugift,2016K4,124 år,0
Ugift,2016K4,125 år,0
Ugift,2017K1,I alt,2785800
Ugift,2017K1,0 år,62025
Ugift,2017K1,1 år,59253
Ugift,2017K1,2 år,58520
Ugift,2017K1,3 år,57977
Ugift,2017K1,4 år,60288
Ugift,2017K1,5 år,61484
Ugift,2017K1,6 år,66047
Ugift,2017K1,7 år,65636
Ugift,2017K1,8 år,68121
Ugift,2017K1,9 år,67155
Ugift,2017K1,10 år,67907
Ugift,2017K1,11 år,66987
Ugift,2017K1,12 år,67022
Ugift,2017K1,13 år,66928
Ugift,2017K1,14 år,66218
Ugift,2017K1,15 år,67555
Ugift,2017K1,16 år,69838
Ugift,2017K1,17 år,69250
Ugift,2017K1,18 år,69952
Ugift,2017K1,19 år,72467
Ugift,2017K1,20 år,74102
Ugift,2017K1,21 år,77605
Ugift,2017K1,22 år,78236
Ugift,2017K1,23 år,75642
Ugift,2017K1,24 år,75556
Ugift,2017K1,25 år,70884
Ugift,2017K1,26 år,68277
Ugift,2017K1,27 år,63075
Ugift,2017K1,28 år,57611
Ugift,2017K1,29 år,51168
Ugift,2017K1,30 år,46556
Ugift,2017K1,31 år,41739
Ugift,2017K1,32 år,37068
Ugift,2017K1,33 år,33325
Ugift,2017K1,34 år,31225
Ugift,2017K1,35 år,28639
Ugift,2017K1,36 år,28233
Ugift,2017K1,37 år,26580
Ugift,2017K1,38 år,25355
Ugift,2017K1,39 år,23442
Ugift,2017K1,40 år,22879
Ugift,2017K1,41 år,23510
Ugift,2017K1,42 år,21881
Ugift,2017K1,43 år,20987
Ugift,2017K1,44 år,20880
Ugift,2017K1,45 år,19892
Ugift,2017K1,46 år,18153
Ugift,2017K1,47 år,17701
Ugift,2017K1,48 år,17616
Ugift,2017K1,49 år,18489
Ugift,2017K1,50 år,18995
Ugift,2017K1,51 år,17767
Ugift,2017K1,52 år,17068
Ugift,2017K1,53 år,16320
Ugift,2017K1,54 år,14633
Ugift,2017K1,55 år,13877
Ugift,2017K1,56 år,13257
Ugift,2017K1,57 år,12232
Ugift,2017K1,58 år,11891
Ugift,2017K1,59 år,11239
Ugift,2017K1,60 år,10550
Ugift,2017K1,61 år,9922
Ugift,2017K1,62 år,8974
Ugift,2017K1,63 år,8497
Ugift,2017K1,64 år,7639
Ugift,2017K1,65 år,6780
Ugift,2017K1,66 år,6329
Ugift,2017K1,67 år,5557
Ugift,2017K1,68 år,5213
Ugift,2017K1,69 år,4990
Ugift,2017K1,70 år,4604
Ugift,2017K1,71 år,3941
Ugift,2017K1,72 år,3530
Ugift,2017K1,73 år,2965
Ugift,2017K1,74 år,2508
Ugift,2017K1,75 år,2107
Ugift,2017K1,76 år,1952
Ugift,2017K1,77 år,1735
Ugift,2017K1,78 år,1665
Ugift,2017K1,79 år,1454
Ugift,2017K1,80 år,1317
Ugift,2017K1,81 år,1198
Ugift,2017K1,82 år,1023
Ugift,2017K1,83 år,951
Ugift,2017K1,84 år,894
Ugift,2017K1,85 år,812
Ugift,2017K1,86 år,740
Ugift,2017K1,87 år,634
Ugift,2017K1,88 år,584
Ugift,2017K1,89 år,504
Ugift,2017K1,90 år,416
Ugift,2017K1,91 år,371
Ugift,2017K1,92 år,308
Ugift,2017K1,93 år,226
Ugift,2017K1,94 år,178
Ugift,2017K1,95 år,166
Ugift,2017K1,96 år,115
Ugift,2017K1,97 år,68
Ugift,2017K1,98 år,62
Ugift,2017K1,99 år,45
Ugift,2017K1,100 år,22
Ugift,2017K1,101 år,14
Ugift,2017K1,102 år,10
Ugift,2017K1,103 år,6
Ugift,2017K1,104 år,4
Ugift,2017K1,105 år,3
Ugift,2017K1,106 år,1
Ugift,2017K1,107 år,0
Ugift,2017K1,108 år,1
Ugift,2017K1,109 år,0
Ugift,2017K1,110 år,0
Ugift,2017K1,111 år,0
Ugift,2017K1,112 år,0
Ugift,2017K1,113 år,0
Ugift,2017K1,114 år,0
Ugift,2017K1,115 år,0
Ugift,2017K1,116 år,0
Ugift,2017K1,117 år,0
Ugift,2017K1,118 år,0
Ugift,2017K1,119 år,0
Ugift,2017K1,120 år,0
Ugift,2017K1,121 år,0
Ugift,2017K1,122 år,0
Ugift,2017K1,123 år,0
Ugift,2017K1,124 år,0
Ugift,2017K1,125 år,0
Ugift,2017K2,I alt,2797744
Ugift,2017K2,0 år,62058
Ugift,2017K2,1 år,60105
Ugift,2017K2,2 år,58509
Ugift,2017K2,3 år,57742
Ugift,2017K2,4 år,59794
Ugift,2017K2,5 år,61123
Ugift,2017K2,6 år,64825
Ugift,2017K2,7 år,66002
Ugift,2017K2,8 år,67825
Ugift,2017K2,9 år,67581
Ugift,2017K2,10 år,67784
Ugift,2017K2,11 år,66982
Ugift,2017K2,12 år,66936
Ugift,2017K2,13 år,67500
Ugift,2017K2,14 år,65859
Ugift,2017K2,15 år,67111
Ugift,2017K2,16 år,69578
Ugift,2017K2,17 år,69458
Ugift,2017K2,18 år,69891
Ugift,2017K2,19 år,71846
Ugift,2017K2,20 år,74585
Ugift,2017K2,21 år,77597
Ugift,2017K2,22 år,79195
Ugift,2017K2,23 år,75608
Ugift,2017K2,24 år,75823
Ugift,2017K2,25 år,72056
Ugift,2017K2,26 år,68719
Ugift,2017K2,27 år,64315
Ugift,2017K2,28 år,58368
Ugift,2017K2,29 år,52401
Ugift,2017K2,30 år,47234
Ugift,2017K2,31 år,42617
Ugift,2017K2,32 år,37699
Ugift,2017K2,33 år,33952
Ugift,2017K2,34 år,31413
Ugift,2017K2,35 år,29213
Ugift,2017K2,36 år,28003
Ugift,2017K2,37 år,26841
Ugift,2017K2,38 år,25628
Ugift,2017K2,39 år,23590
Ugift,2017K2,40 år,22904
Ugift,2017K2,41 år,23437
Ugift,2017K2,42 år,22113
Ugift,2017K2,43 år,21098
Ugift,2017K2,44 år,20891
Ugift,2017K2,45 år,20288
Ugift,2017K2,46 år,18473
Ugift,2017K2,47 år,17678
Ugift,2017K2,48 år,17544
Ugift,2017K2,49 år,18033
Ugift,2017K2,50 år,19085
Ugift,2017K2,51 år,18047
Ugift,2017K2,52 år,17147
Ugift,2017K2,53 år,16583
Ugift,2017K2,54 år,14773
Ugift,2017K2,55 år,14184
Ugift,2017K2,56 år,13352
Ugift,2017K2,57 år,12275
Ugift,2017K2,58 år,11897
Ugift,2017K2,59 år,11467
Ugift,2017K2,60 år,10684
Ugift,2017K2,61 år,9921
Ugift,2017K2,62 år,9157
Ugift,2017K2,63 år,8608
Ugift,2017K2,64 år,7842
Ugift,2017K2,65 år,6878
Ugift,2017K2,66 år,6429
Ugift,2017K2,67 år,5714
Ugift,2017K2,68 år,5155
Ugift,2017K2,69 år,5013
Ugift,2017K2,70 år,4665
Ugift,2017K2,71 år,4117
Ugift,2017K2,72 år,3625
Ugift,2017K2,73 år,3055
Ugift,2017K2,74 år,2572
Ugift,2017K2,75 år,2186
Ugift,2017K2,76 år,1931
Ugift,2017K2,77 år,1774
Ugift,2017K2,78 år,1662
Ugift,2017K2,79 år,1467
Ugift,2017K2,80 år,1340
Ugift,2017K2,81 år,1201
Ugift,2017K2,82 år,1019
Ugift,2017K2,83 år,958
Ugift,2017K2,84 år,897
Ugift,2017K2,85 år,818
Ugift,2017K2,86 år,722
Ugift,2017K2,87 år,621
Ugift,2017K2,88 år,574
Ugift,2017K2,89 år,516
Ugift,2017K2,90 år,435
Ugift,2017K2,91 år,349
Ugift,2017K2,92 år,296
Ugift,2017K2,93 år,237
Ugift,2017K2,94 år,168
Ugift,2017K2,95 år,168
Ugift,2017K2,96 år,109
Ugift,2017K2,97 år,67
Ugift,2017K2,98 år,59
Ugift,2017K2,99 år,47
Ugift,2017K2,100 år,18
Ugift,2017K2,101 år,11
Ugift,2017K2,102 år,9
Ugift,2017K2,103 år,7
Ugift,2017K2,104 år,4
Ugift,2017K2,105 år,2
Ugift,2017K2,106 år,1
Ugift,2017K2,107 år,0
Ugift,2017K2,108 år,1
Ugift,2017K2,109 år,0
Ugift,2017K2,110 år,0
Ugift,2017K2,111 år,0
Ugift,2017K2,112 år,0
Ugift,2017K2,113 år,0
Ugift,2017K2,114 år,0
Ugift,2017K2,115 år,0
Ugift,2017K2,116 år,0
Ugift,2017K2,117 år,0
Ugift,2017K2,118 år,0
Ugift,2017K2,119 år,0
Ugift,2017K2,120 år,0
Ugift,2017K2,121 år,0
Ugift,2017K2,122 år,0
Ugift,2017K2,123 år,0
Ugift,2017K2,124 år,0
Ugift,2017K2,125 år,0
Ugift,2017K3,I alt,2798842
Ugift,2017K3,0 år,62143
Ugift,2017K3,1 år,61116
Ugift,2017K3,2 år,58412
Ugift,2017K3,3 år,57752
Ugift,2017K3,4 år,59663
Ugift,2017K3,5 år,60608
Ugift,2017K3,6 år,63848
Ugift,2017K3,7 år,66153
Ugift,2017K3,8 år,67501
Ugift,2017K3,9 år,67988
Ugift,2017K3,10 år,67227
Ugift,2017K3,11 år,67332
Ugift,2017K3,12 år,67211
Ugift,2017K3,13 år,67481
Ugift,2017K3,14 år,65928
Ugift,2017K3,15 år,66620
Ugift,2017K3,16 år,68976
Ugift,2017K3,17 år,69423
Ugift,2017K3,18 år,70267
Ugift,2017K3,19 år,70534
Ugift,2017K3,20 år,74224
Ugift,2017K3,21 år,75549
Ugift,2017K3,22 år,78196
Ugift,2017K3,23 år,76138
Ugift,2017K3,24 år,75508
Ugift,2017K3,25 år,72211
Ugift,2017K3,26 år,69314
Ugift,2017K3,27 år,64577
Ugift,2017K3,28 år,59175
Ugift,2017K3,29 år,52675
Ugift,2017K3,30 år,47493
Ugift,2017K3,31 år,42948
Ugift,2017K3,32 år,38356
Ugift,2017K3,33 år,34224
Ugift,2017K3,34 år,31443
Ugift,2017K3,35 år,29365
Ugift,2017K3,36 år,27696
Ugift,2017K3,37 år,26867
Ugift,2017K3,38 år,25568
Ugift,2017K3,39 år,23959
Ugift,2017K3,40 år,22768
Ugift,2017K3,41 år,23104
Ugift,2017K3,42 år,22487
Ugift,2017K3,43 år,21225
Ugift,2017K3,44 år,20516
Ugift,2017K3,45 år,20544
Ugift,2017K3,46 år,18862
Ugift,2017K3,47 år,17658
Ugift,2017K3,48 år,17482
Ugift,2017K3,49 år,17816
Ugift,2017K3,50 år,18869
Ugift,2017K3,51 år,18291
Ugift,2017K3,52 år,17211
Ugift,2017K3,53 år,16576
Ugift,2017K3,54 år,15287
Ugift,2017K3,55 år,14311
Ugift,2017K3,56 år,13346
Ugift,2017K3,57 år,12591
Ugift,2017K3,58 år,11794
Ugift,2017K3,59 år,11572
Ugift,2017K3,60 år,10811
Ugift,2017K3,61 år,10035
Ugift,2017K3,62 år,9311
Ugift,2017K3,63 år,8728
Ugift,2017K3,64 år,8007
Ugift,2017K3,65 år,7110
Ugift,2017K3,66 år,6373
Ugift,2017K3,67 år,5890
Ugift,2017K3,68 år,5290
Ugift,2017K3,69 år,4973
Ugift,2017K3,70 år,4700
Ugift,2017K3,71 år,4285
Ugift,2017K3,72 år,3696
Ugift,2017K3,73 år,3181
Ugift,2017K3,74 år,2678
Ugift,2017K3,75 år,2201
Ugift,2017K3,76 år,1987
Ugift,2017K3,77 år,1772
Ugift,2017K3,78 år,1698
Ugift,2017K3,79 år,1478
Ugift,2017K3,80 år,1377
Ugift,2017K3,81 år,1200
Ugift,2017K3,82 år,1044
Ugift,2017K3,83 år,948
Ugift,2017K3,84 år,900
Ugift,2017K3,85 år,819
Ugift,2017K3,86 år,711
Ugift,2017K3,87 år,625
Ugift,2017K3,88 år,589
Ugift,2017K3,89 år,493
Ugift,2017K3,90 år,450
Ugift,2017K3,91 år,329
Ugift,2017K3,92 år,297
Ugift,2017K3,93 år,227
Ugift,2017K3,94 år,167
Ugift,2017K3,95 år,160
Ugift,2017K3,96 år,110
Ugift,2017K3,97 år,60
Ugift,2017K3,98 år,56
Ugift,2017K3,99 år,43
Ugift,2017K3,100 år,17
Ugift,2017K3,101 år,15
Ugift,2017K3,102 år,8
Ugift,2017K3,103 år,5
Ugift,2017K3,104 år,4
Ugift,2017K3,105 år,3
Ugift,2017K3,106 år,0
Ugift,2017K3,107 år,1
Ugift,2017K3,108 år,0
Ugift,2017K3,109 år,1
Ugift,2017K3,110 år,0
Ugift,2017K3,111 år,0
Ugift,2017K3,112 år,0
Ugift,2017K3,113 år,0
Ugift,2017K3,114 år,0
Ugift,2017K3,115 år,0
Ugift,2017K3,116 år,0
Ugift,2017K3,117 år,0
Ugift,2017K3,118 år,0
Ugift,2017K3,119 år,0
Ugift,2017K3,120 år,0
Ugift,2017K3,121 år,0
Ugift,2017K3,122 år,0
Ugift,2017K3,123 år,0
Ugift,2017K3,124 år,0
Ugift,2017K3,125 år,0
Ugift,2017K4,I alt,2806141
Ugift,2017K4,0 år,61431
Ugift,2017K4,1 år,62270
Ugift,2017K4,2 år,58882
Ugift,2017K4,3 år,58260
Ugift,2017K4,4 år,59048
Ugift,2017K4,5 år,60181
Ugift,2017K4,6 år,63104
Ugift,2017K4,7 år,66149
Ugift,2017K4,8 år,66514
Ugift,2017K4,9 år,68608
Ugift,2017K4,10 år,66984
Ugift,2017K4,11 år,67892
Ugift,2017K4,12 år,67319
Ugift,2017K4,13 år,67073
Ugift,2017K4,14 år,66844
Ugift,2017K4,15 år,66835
Ugift,2017K4,16 år,68862
Ugift,2017K4,17 år,69518
Ugift,2017K4,18 år,70266
Ugift,2017K4,19 år,71070
Ugift,2017K4,20 år,76111
Ugift,2017K4,21 år,75601
Ugift,2017K4,22 år,79416
Ugift,2017K4,23 år,77052
Ugift,2017K4,24 år,75783
Ugift,2017K4,25 år,73178
Ugift,2017K4,26 år,68774
Ugift,2017K4,27 år,64902
Ugift,2017K4,28 år,59447
Ugift,2017K4,29 år,53090
Ugift,2017K4,30 år,47088
Ugift,2017K4,31 år,42880
Ugift,2017K4,32 år,38505
Ugift,2017K4,33 år,34379
Ugift,2017K4,34 år,31268
Ugift,2017K4,35 år,29049
Ugift,2017K4,36 år,27349
Ugift,2017K4,37 år,26865
Ugift,2017K4,38 år,25224
Ugift,2017K4,39 år,24183
Ugift,2017K4,40 år,22338
Ugift,2017K4,41 år,22626
Ugift,2017K4,42 år,22776
Ugift,2017K4,43 år,21250
Ugift,2017K4,44 år,20476
Ugift,2017K4,45 år,20511
Ugift,2017K4,46 år,19151
Ugift,2017K4,47 år,17666
Ugift,2017K4,48 år,17465
Ugift,2017K4,49 år,17533
Ugift,2017K4,50 år,18480
Ugift,2017K4,51 år,18476
Ugift,2017K4,52 år,17384
Ugift,2017K4,53 år,16629
Ugift,2017K4,54 år,15583
Ugift,2017K4,55 år,14410
Ugift,2017K4,56 år,13378
Ugift,2017K4,57 år,12792
Ugift,2017K4,58 år,11978
Ugift,2017K4,59 år,11555
Ugift,2017K4,60 år,10828
Ugift,2017K4,61 år,10255
Ugift,2017K4,62 år,9436
Ugift,2017K4,63 år,8756
Ugift,2017K4,64 år,8198
Ugift,2017K4,65 år,7253
Ugift,2017K4,66 år,6504
Ugift,2017K4,67 år,6005
Ugift,2017K4,68 år,5352
Ugift,2017K4,69 år,4949
Ugift,2017K4,70 år,4765
Ugift,2017K4,71 år,4399
Ugift,2017K4,72 år,3727
Ugift,2017K4,73 år,3306
Ugift,2017K4,74 år,2724
Ugift,2017K4,75 år,2320
Ugift,2017K4,76 år,1963
Ugift,2017K4,77 år,1819
Ugift,2017K4,78 år,1677
Ugift,2017K4,79 år,1533
